CODE,LABEL,YEAR,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Males who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Females who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,"SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with high or very high psychological distress, based on the Kessler 10 (K10) scale no.",SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with fair or poor self-assessed health (15 years and over) no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons who had high blood pressure (measured systolic/diastolic blood pressure was equal to or greater than 140/90 mmHg) no.,PRIVATE HEALTH Taxpayers who report having private health insurance  no.,CORE ACTIVITY NEED FOR ASSISTANCE  Persons who have need for assistance with core activities %
702031060,Tiwi Islands,2011,-,-,-,-,-,-,-,-,-,24,3.3
702031060,Tiwi Islands,2012,-,-,-,-,-,-,-,-,-,30,-
702031060,Tiwi Islands,2013,-,-,-,-,-,-,-,-,-,31,-
702031060,Tiwi Islands,2014,-,-,-,-,-,-,-,-,-,37,-
702031060,Tiwi Islands,2015,-,-,-,-,-,-,-,-,-,38,-
702031060,Tiwi Islands,2016,-,-,-,-,-,-,-,-,-,23,3.9
702031061,West Arnhem,2011,-,-,-,-,-,-,-,-,-,-,3.6
702031061,West Arnhem,2016,-,-,-,-,-,-,-,-,-,-,2.5
702041062,Anindilyakwa,2011,-,-,-,-,-,-,-,-,-,298,2.7
702041062,Anindilyakwa,2012,-,-,-,-,-,-,-,-,-,334,-
702041062,Anindilyakwa,2013,-,-,-,-,-,-,-,-,-,341,-
702041062,Anindilyakwa,2014,-,-,-,-,-,-,-,-,-,367,-
702041062,Anindilyakwa,2015,-,-,-,-,-,-,-,-,-,353,-
702041062,Anindilyakwa,2016,-,-,-,-,-,-,-,-,-,309,3.2
702041063,East Arnhem,2011,-,-,-,-,-,-,-,-,-,58,3.7
702041063,East Arnhem,2012,-,-,-,-,-,-,-,-,-,67,-
702041063,East Arnhem,2013,-,-,-,-,-,-,-,-,-,61,-
702041063,East Arnhem,2014,-,-,-,-,-,-,-,-,-,54,-
702041063,East Arnhem,2015,-,-,-,-,-,-,-,-,-,60,-
702041063,East Arnhem,2016,-,-,-,-,-,-,-,-,-,51,4.2
702041064,Nhulunbuy,2011,-,-,-,-,-,-,-,-,-,"1,317",1
702041064,Nhulunbuy,2012,-,-,-,-,-,-,-,-,-,"1,353",-
702041064,Nhulunbuy,2013,-,-,-,-,-,-,-,-,-,"1,292",-
702041064,Nhulunbuy,2014,-,-,-,-,-,-,-,-,-,"1,129",-
702041064,Nhulunbuy,2015,-,-,-,-,-,-,-,-,-,"1,029",-
702041064,Nhulunbuy,2016,-,-,-,-,-,-,-,-,-,"1,140",1.4
702051065,Elsey,2011,-,-,-,-,-,-,-,-,-,56,3.8
702051065,Elsey,2012,-,-,-,-,-,-,-,-,-,73,-
702051065,Elsey,2013,-,-,-,-,-,-,-,-,-,64,-
702051065,Elsey,2014,-,-,-,-,-,-,-,-,-,63,-
702051065,Elsey,2015,-,-,-,-,-,-,-,-,-,80,-
702051065,Elsey,2016,-,-,-,-,-,-,-,-,-,92,2.6
702051066,Gulf,2011,-,-,-,-,-,-,-,-,-,87,2
702051066,Gulf,2012,-,-,-,-,-,-,-,-,-,84,-
702051066,Gulf,2013,-,-,-,-,-,-,-,-,-,98,-
702051066,Gulf,2014,-,-,-,-,-,-,-,-,-,109,-
702051066,Gulf,2015,-,-,-,-,-,-,-,-,-,90,-
702051066,Gulf,2016,-,-,-,-,-,-,-,-,-,102,2.3
702051067,Katherine,2011,-,-,-,-,-,-,-,-,-,"1,962",2.9
702051067,Katherine,2012,-,-,-,-,-,-,-,-,-,"2,101",-
702051067,Katherine,2013,-,-,-,-,-,-,-,-,-,"2,109",-
702051067,Katherine,2014,-,-,-,-,-,-,-,-,-,"2,230",-
702051067,Katherine,2015,-,-,-,-,-,-,-,-,-,"2,288",-
702051067,Katherine,2016,-,-,-,-,-,-,-,-,-,"2,484",2.9
702051068,Victoria River,2011,-,-,-,-,-,-,-,-,-,45,3.4
702051068,Victoria River,2012,-,-,-,-,-,-,-,-,-,41,-
702051068,Victoria River,2013,-,-,-,-,-,-,-,-,-,47,-
702051068,Victoria River,2014,-,-,-,-,-,-,-,-,-,56,-
702051068,Victoria River,2015,-,-,-,-,-,-,-,-,-,66,-
702051068,Victoria River,2016,-,-,-,-,-,-,-,-,-,61,3.3
801011001,Aranda,2011,-,-,-,-,-,-,-,-,-,"1,214",5.8
801011001,Aranda,2012,-,-,-,-,-,-,-,-,-,"1,256",-
801011001,Aranda,2013,-,-,-,-,-,-,-,-,-,"1,226",-
801011001,Aranda,2014,-,-,-,-,-,-,-,-,-,"1,235",-
801011001,Aranda,2015,-,-,-,-,-,-,-,-,-,"1,296",-
801011001,Aranda,2016,-,-,-,-,-,-,-,-,-,"1,313",3.9
801011002,Belconnen,2011,-,-,-,-,-,-,-,-,-,"1,318",3
801011002,Belconnen,2012,-,-,-,-,-,-,-,-,-,"1,497",-
801011002,Belconnen,2013,-,-,-,-,-,-,-,-,-,"1,630",-
801011002,Belconnen,2014,-,-,-,-,-,-,-,-,-,"1,871",-
801011002,Belconnen,2015,-,-,-,-,-,-,-,-,-,"2,086",-
801011002,Belconnen,2016,-,-,-,-,-,-,-,-,-,"2,206",3.6
801011003,Bruce,2011,-,-,-,-,-,-,-,-,-,"2,196",1.5
